Time (sec),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Forktip Pose X (m),Forktip Pose Y (m),Forktip Pose Z (m),Forktip Pose Roll (rad),Forktip Pose Pitch (rad),Forktip Pose Yaw (rad)
1637705109.9339807,,,,,,,-0.2452288140553207,-0.01744146274995892,-0.19431756060929772,2.9118092332769527,0.2844923989761101,-0.46524101937598833
1637705109.9412262,0.044785349437898206,-0.016108213089792468,-0.13834730964745212,-6.0316053266163978e-06,-0.00017095522199912709,-2.8801670287049996e-05,,,,,,
1637705109.9439375,,,,,,,-0.24524073643955305,-0.017457751896431423,-0.1943129091872854,2.911872340802056,0.28467992039481727,-0.4648250392615474
1637705109.9512491,-0.041346672402371595,-0.074352650633449396,0.2682735347751599,-8.7176134435062536e-05,-0.0001515285086890277,-5.8064740315270924e-05,,,,,,
1637705109.9540267,,,,,,,-0.24523591879740358,-0.017459923252107434,-0.1943172872231893,2.911618407958852,0.28442622056802475,-0.4654304658254469
1637705109.9612627,-0.066058611971521769,-0.074582412724012725,-0.23748482725615538,-5.1071700112217765e-05,-0.00011463657611458807,-3.041129876105164e-06,,,,,,
1637705109.9639807,,,,,,,-0.24524547114252193,-0.01745806293830232,-0.19430358637670375,2.9116739076302967,0.28455915886379124,-0.4652720112090497
1637705109.9714215,-0.044582988486242182,-0.13275709738483954,-0.04156290133183482,-4.7247739879005282e-05,-0.00014882816715740626,-5.7951755488904605e-05,,,,,,
1637705109.9739516,,,,,,,-0.2452433152273671,-0.01745876186782086,-0.19434298416547524,2.9117732935664917,0.2845832524070269,-0.46503298194098397
1637705109.9740112,,,,,,,-0.2452382070860171,-0.017450955944047164,-0.19430953261033046,2.9117278253496224,0.2845474020961906,-0.465292469911258
1637705109.98116,0.026105314602935029,-0.019748453875752754,-0.2070634388716286,1.8990612889240701e-05,-0.00013159008236876722,-2.55251103224996e-05,,,,,,
1637705109.9839292,,,,,,,-0.24524369464013598,-0.017454343619614593,-0.19430453972172412,2.9117185888870933,0.2845965398653886,-0.46512878260589363
1637705109.9911892,0.058243417224832832,-0.0037257391385585002,-0.44754320182589424,-2.0428476330950257e-05,-0.00017313546827691165,-6.204705014289241e-06,,,,,,
1637705109.994043,,,,,,,-0.24523776262294766,-0.017463018191693547,-0.19432979005238404,2.911684636094641,0.2844929029632568,-0.4653410953437795
1637705110.0011942,-0.075005655165702956,-0.072839580911153695,0.3457971430169362,-7.8639895908633444e-06,-0.00014970386713625307,-6.0211452016182415e-05,,,,,,
1637705110.003962,,,,,,,-0.24523898739653352,-0.017462004825707256,-0.19431703889118723,2.9116520786571227,0.28451436096189814,-0.4652383207331472
1637705110.0112185,0.041570747523270071,-0.10342812533113356,-0.3051289350443511,-6.6532067786987455e-05,-0.00019270835266379025,6.562580364816856e-06,,,,,,
1637705110.013952,,,,,,,-0.24523384006963533,-0.017455422324483716,-0.1943142539034538,2.9117279929220405,0.2845495911503257,-0.465183262476891
1637705110.021236,0.029985503300621962,-0.11573605144167948,0.07035880551756435,-9.2681099465068617e-06,-0.00019630727398222298,-4.235984945070298e-05,,,,,,
1637705110.0240104,,,,,,,-0.2452280747532176,-0.017449170670516906,-0.1942890164738732,2.911610933655401,0.28444643322326435,-0.46554522373216506
1637705110.0240731,,,,,,,-0.24522981918436842,-0.017462588399668882,-0.1943180306726885,2.911529661021381,0.2843816219237388,-0.4656213641126514
1637705110.0312724,0.02393096496486135,-0.048632317298471103,-0.27666476421929254,-5.549178940818002e-05,-0.00017002628999098759,-1.4565582165209506e-05,,,,,,
1637705110.0339735,,,,,,,-0.24523516658931807,-0.017469921673680056,-0.1943104016036008,2.9116540618817206,0.2845192884729565,-0.46524482768684294
1637705110.0412693,-0.008309532433483896,-0.23161516221541534,-0.03332924291689743,-5.1264135188072131e-05,-0.00012492384246424798,-1.7616172477034203e-05,,,,,,
1637705110.0439374,,,,,,,-0.2452224783292783,-0.017450740650991864,-0.1942896799396685,2.9116918029888184,0.2844704065913383,-0.46530704004363965
1637705110.0512884,-0.027250266806972741,-0.022436856509585906,-0.020291505037814517,-9.4334951401182779e-05,-0.00016466364473983352,-8.924855239167417e-05,,,,,,
1637705110.0539904,,,,,,,-0.2452418759607188,-0.017448849517401055,-0.19431264927069025,2.9116327205259367,0.284497464657848,-0.4654451083520535
1637705110.0611746,0.0036434181687693672,-0.035850017881892286,-0.4508037483510954,-4.3931706981279451e-05,-0.00016022094593402136,-1.818109660885192e-05,,,,,,
1637705110.0639734,,,,,,,-0.24522830776662893,-0.017441647181772768,-0.19430546211158706,2.911792783399462,0.28458037654345225,-0.4652096525512466
1637705110.0711727,-0.028583257438395258,-0.082536599826569135,-0.20813546030760932,-2.7119421306240799e-05,-0.00017804219627817557,-4.032612257615434e-05,,,,,,
1637705110.0740566,,,,,,,-0.24523574897782208,-0.017464825059491013,-0.19430992521069157,2.9115192528253453,0.28441316839849673,-0.46551823215890925
1637705110.0741165,,,,,,,-0.2452394160176871,-0.017449942632181192,-0.19431102471887163,2.911666107667793,0.28452970675531236,-0.46547465670478005
1637705110.0811932,-0.048177625592551857,-0.097306186541720976,-0.23290760710003866,-8.0530522720901194e-05,-0.00019309300963809783,2.9470659211779104e-06,,,,,,
1637705110.083933,,,,,,,-0.24523968146904074,-0.017458921569787705,-0.19430942409450658,2.911664221012871,0.2845520622031213,-0.4652524954458327
1637705110.0912566,-0.011864298800435154,-0.045892311621227311,-0.24216880473369606,-5.4732839022731415e-05,-0.00014219074541715047,-1.5017521470667844e-05,,,,,,
1637705110.0939813,,,,,,,-0.24522871593785162,-0.017457533505033512,-0.19429278664439553,2.9115969743558034,0.28446665101293045,-0.4655607622287241
1637705110.1012254,-0.16668296625596463,-0.008218674142216692,0.26757961218589443,5.3574658036763512e-06,-5.0354517503978038e-05,-8.179155385166711e-05,,,,,,
1637705110.1039398,,,,,,,-0.245239446206642,-0.0174575143310009,-0.19430794964670173,2.9115348052338232,0.2844368449684394,-0.4656503841704955
1637705110.1112826,-0.10176647007311096,-0.056033578544071407,-0.17029888630574241,-7.2636878028611434e-05,-0.00011208391880918102,-1.0837082895204242e-05,,,,,,
1637705110.1139717,,,,,,,-0.2452249247492515,-0.0174450933446941,-0.19429136718877293,2.9116378139637176,0.284445441092536,-0.4655468379214411
1637705110.1212704,-0.083789274128465069,-0.052038940105391826,-0.2673724290335535,-1.862071910912905e-05,-0.00017626659563285555,-1.4904536644301525e-05,,,,,,
1637705110.1241462,,,,,,,-0.24524138527334466,-0.017463045150098055,-0.19430912472596018,2.911583144865083,0.2844772490582334,-0.46553376579554
1637705110.124196,,,,,,,-0.2452384314134643,-0.01745402232309265,-0.19432515919596938,2.9115865493676516,0.284450439695082,-0.4655698610189066
1637705110.1311698,0.0076315515285120174,-0.045551150732289603,-0.1682304632031233,-4.4976592993928508e-05,-0.00021196595796843,-1.874602074066964e-05,,,,,,
1637705110.134011,,,,,,,-0.24524135732048397,-0.01746307968818192,-0.19432243116292403,2.9115987891206196,0.28449667740268836,-0.4654347350706475
1637705110.1411626,-0.06373760634516426,-0.034894285713250976,-0.10036394432862394,-2.5555022451244086e-05,-0.00012651909792371356,-2.055377796249258e-05,,,,,,
1637705110.1439314,,,,,,,-0.24524198886476223,-0.017449361062675334,-0.19430860968517183,2.911684329906514,0.2845573088153093,-0.4653553116559034
1637705110.151179,0.027712251236988471,0.054413589646908123,0.022540421962418122,-6.1329701035186629e-05,-0.00015878488217927958,-5.693489205163202e-05,,,,,,
1637705110.1540139,,,,,,,-0.2452396580668229,-0.017458568708272726,-0.19432480043395284,2.9116707321203066,0.2845088441452386,-0.46533926551388155
1637705110.1611977,-0.049223427754716373,-0.075068569896120055,-0.33809025803445714,-5.8514492293682073e-05,-0.00019303702160806133,-5.300826403379505e-06,,,,,,
1637705110.1639884,,,,,,,-0.24524945033930373,-0.017453078223839735,-0.19431626236123,2.911720116033462,0.2846124575367094,-0.46516868262492106
1637705110.1712155,0.04509713347325664,-0.16729171585477218,-0.07624568612992633,-7.3000303493444012e-05,-0.00018783219006125143,-4.473253080434364e-05,,,,,,
1637705110.1739795,,,,,,,-0.24524232313658814,-0.01744656296879743,-0.19432358543261985,2.9117249726491403,0.2845155507520742,-0.46533575686435924
1637705110.1740289,,,,,,,-0.2452431450862267,-0.01744964635670368,-0.19432050790060906,2.9117268884762524,0.2845354591149412,-0.46528057152002894
1637705110.1812418,-0.081972381919657084,-0.046218274723190192,-0.03393864929336843,-7.9924108123332203e-05,-0.00011211636659142293,-1.5469460776122712e-05,,,,,,
1637705110.1839435,,,,,,,-0.2452379856593321,-0.017456719723182357,-0.19431250133780253,2.9118585519370397,0.2846162685019408,-0.4648373169689761
1637705110.1912878,-0.065601049093240063,-0.031871326395985451,-0.27274143265690753,1.2282417249301003e-06,-0.00012071008248931296,-2.044079313612973e-05,,,,,,
1637705110.1940665,,,,,,,-0.24524162729927082,-0.017459723333005522,-0.19430279768079328,2.9117909570927827,0.28463257491601934,-0.4648654369234193
1637705110.2012756,-0.11708747111602741,0.038454208772373093,-0.0047182807748793465,-3.6079921988827303e-05,-0.00010128437794550211,-4.947789351162149e-05,,,,,,
1637705110.2039883,,,,,,,-0.24523966216736312,-0.017442963178166543,-0.19432413902776358,2.911751918636929,0.2845217498545915,-0.4651897218135674
1637705110.2112892,-0.046621047278218634,-0.1249656795947556,-0.20928754973465935,-1.9574434216379506e-05,-0.00011315096706924804,-3.3434048167965e-05,,,,,,
1637705110.2139733,,,,,,,-0.24523550282662407,-0.01746901932169964,-0.1942976142629126,2.911756171132692,0.28459108787475335,-0.4649233008538801
1637705110.2211757,0.047349311029049004,-0.14820419192879375,0.07016308376161717,-5.0946682516570994e-05,-0.00019936576306220773,-2.9027639939775696e-05,,,,,,
1637705110.2239556,,,,,,,-0.2452413445543164,-0.017469966152772298,-0.1942959289320727,2.911740271110909,0.2845974353062041,-0.4649577098075345
1637705110.2240038,,,,,,,-0.2452393312252667,-0.0174495904892073,-0.19433006129068187,2.911826749345871,0.28458994937453885,-0.46493740125487865
1637705110.2311919,-0.013370751647280826,-0.11684774965686125,-0.36886305593534097,-5.8853155567030328e-05,-0.0002051047401647078,1.1194958245731856e-05,,,,,,
1637705110.2339916,,,,,,,-0.24524389078278958,-0.0174602383732744,-0.19431499184176682,2.911699532581302,0.2845450886940439,-0.46524635640874534
1637705110.2412062,-0.083108879641078187,-0.045246204593642751,-0.10464313362909472,-8.8455258102685864e-05,-0.0001066047371420222,-1.5017521470667844e-05,,,,,,
1637705110.2439692,,,,,,,-0.24524291045754557,-0.017464631984812823,-0.19431122660493516,2.9117551288930823,0.2846180211937911,-0.46501948771213436
1637705110.2512207,-0.16857930044898856,0.045188435437473667,0.17685368186117145,-1.5619169704759415e-05,-0.00011073693039891814,-4.202089497161096e-05,,,,,,
1637705110.2539592,,,,,,,-0.24522062919389148,-0.01744480942462076,-0.19430076859543022,2.9117487691554573,0.2844710995842182,-0.465341271968185
1637705110.261247,0.080146195064851156,-0.03528371322919599,-0.2068988546677648,-2.0409238546034285e-06,-0.00017334789201092169,-2.055377796249258e-05,,,,,,
1637705110.2640042,,,,,,,-0.24522550371638002,-0.017442110739602446,-0.19431149491961808,2.911683671936078,0.28446553040956746,-0.46531519200285926
1637705110.2712553,-0.027861907274287445,-0.10551112987092814,-0.10789033548911853,-6.6920780734074141e-05,-0.00017779899396803929,-4.416760667252245e-05,,,,,,
1637705110.2739987,,,,,,,-0.24523785268794884,-0.01745819368838869,-0.19431486582730673,2.911582927336976,0.28448153938515836,-0.4654825333590832
1637705110.27405,,,,,,,-0.24523424005165773,-0.017468930735292376,-0.19430031729601271,2.9116449725682485,0.28452621379605564,-0.4653723965304575
1637705110.2812788,-0.028422932919290465,-0.061667443953672726,-0.13352098907467713,-5.6997891494817621e-05,-0.00016854749291918118,-1.0950067721570561e-05,,,,,,
1637705110.2839448,,,,,,,-0.2452236228984656,-0.017452910250417425,-0.1943051117034349,2.911622498867921,0.2844202568373557,-0.46543701821798816
1637705110.2913036,-0.02873471310279202,-0.18333786853682973,-0.07276717674014677,-0.00013600440325940141,-0.00012570757594880879,-1.0724098068841392e-05,,,,,,
1637705110.294018,,,,,,,-0.24524655859227748,-0.01746714886260972,-0.1943455485829132,2.911577440807319,0.28448269951123845,-0.46544555850681807
1637705110.3013158,-0.11475167110112806,-0.052189496092694979,0.1657998508719114,-6.3746202500522585e-05,-0.00013539195838290906,-6.619964781346202e-05,,,,,,
1637705110.3039596,,,,,,,-0.2452246083015001,-0.017445257178712925,-0.1942922949533108,2.9117281440463523,0.28453659535118286,-0.4653445649733104
1637705110.3111863,0.04125285507669714,-0.13897039054757881,-0.319554518101965,-8.4633180252990188e-05,-0.00014666827877186673,-2.7106897891589904e-05,,,,,,
1637705110.3139386,,,,,,,-0.24522283984784973,-0.017450461079935503,-0.19430592133833147,2.9116155880166854,0.28437697158609954,-0.4655892030200354
1637705110.3212128,-0.010144909591589722,-0.076164669600033985,-0.1629726651229202,-3.3350819413656717e-05,-0.00020747169633945025,-6.7696291461104285e-06,,,,,,
1637705110.323945,,,,,,,-0.24524214447887535,-0.01746741160072579,-0.19431801774856983,2.9116641472423344,0.2845555735966532,-0.4653217057055976
1637705110.3240025,,,,,,,-0.24523976883045578,-0.017459517681991332,-0.19431000122403908,2.9116043494018014,0.2844928992401572,-0.46544170031621723
1637705110.3312554,-0.010444691429580183,-0.09793102307301467,-0.1729099924589388,-5.6225317162313771e-05,-0.00020671868431030273,-3.535479021614732e-05,,,,,,
1637705110.3340077,,,,,,,-0.2452393851705741,-0.017468089666710956,-0.19430578520879194,2.9116260814973662,0.2845043846245542,-0.465366663418905
1637705110.3412526,0.0025008424172000736,-0.020997864953455389,-0.5134525031409272,-5.6675374084248829e-05,-0.00020006395188428946,-2.165092170096361e-07,,,,,,
1637705110.3440013,,,,,,,-0.24523316818915356,-0.017465820123811066,-0.1943123936224478,2.9116884226683646,0.2845311350051023,-0.4652219672430824
1637705110.3512654,0.025907251295861231,-0.13511254170306625,-0.14948565684950665,-7.4847533648435917e-05,-0.00017898345226134105,-5.659593757254e-05,,,,,,
1637705110.3539891,,,,,,,-0.24524582345751578,-0.017466045539677094,-0.19432123095697085,2.9116623395448835,0.28457793914928003,-0.465152080955049
1637705110.361287,-0.066277574021776503,-0.18438561148255331,-0.24350327125151416,-9.1590654608808764e-05,-0.00014207457823523504,-2.303944414249609e-05,,,,,,
1637705110.3639867,,,,,,,-0.24523621788722166,-0.017446318015002876,-0.1943267436118653,2.9117238584922958,0.28453320483144123,-0.4652581424919429
1637705110.3711498,0.024854028076426532,-0.026824566783768544,-0.2100348509846377,-5.1384358342768403e-05,-0.00016087075428848508,-2.326541379522179e-05,,,,,,
1637705110.3739734,,,,,,,-0.24523881599730094,-0.01745983941605514,-0.1942916522875573,2.911711231274782,0.28456694696304957,-0.46523557182498776
1637705110.37403,,,,,,,-0.24523573603444135,-0.017464064560754222,-0.1943020127712255,2.911758320295951,0.2845941844341923,-0.4650462638366697
1637705110.3811727,-0.028939250064040307,-0.12265681707909273,-0.1734393308443405,-7.0446850599144826e-05,-0.00015700363438340395,-2.337839862158811e-05,,,,,,
1637705110.383943,,,,,,,-0.24523362479203448,-0.017461052525611392,-0.19430994257667367,2.9117832639505123,0.28457647290626686,-0.46498977986094087
1637705110.3911984,-0.080893107341730039,-0.064697293052586383,-0.06003191793843676,-5.3035115456383884e-06,-0.00011730569180765302,-9.02932567338477e-06,,,,,,
1637705110.39404,,,,,,,-0.24524192367532852,-0.017451280002238584,-0.1943080800134025,2.9118409364816578,0.2846172036317893,-0.4650549684720966
1637705110.4013608,0.027923847864403835,-0.0024008401661869093,-0.004491421466848777,-2.9885453991233464e-05,-0.00013280271929413191,-3.3434048167965e-05,,,,,,
1637705110.4039705,,,,,,,-0.24523256206649918,-0.017454457191750455,-0.19430049457656662,2.9118674046722615,0.2845899130880539,-0.4647842882942802
1637705110.4112442,0.007998405957028271,-0.035626482863796244,-0.13814713966977976,-3.5651153697081973e-05,-0.0001472209569570011,-2.0101838657037713e-05,,,,,,
1637705110.413932,,,,,,,-0.2452420775551447,-0.01746535857087983,-0.19430771295557359,2.911883063998498,0.2846557444203684,-0.4647906978843383
1637705110.4212503,0.0092253146461585226,0.028099923382980875,-0.03852476589293552,-3.1575083619278102e-05,-0.00013416961833420787,-3.298210886251013e-05,,,,,,
1637705110.4239373,,,,,,,-0.24524479410271804,-0.017465211000295827,-0.19430838501060332,2.911873992157211,0.284671357833984,-0.4646586826739623
1637705110.4240038,,,,,,,-0.24524624763519537,-0.017454287301065824,-0.19432700537720393,2.9120163976892974,0.28471403280182794,-0.46451837175489713
1637705110.4312701,-0.061116734732148084,0.014274060613338049,0.09917883408070871,-1.6983973183918664e-05,-6.8602362550618302e-05,-3.8970304659789734e-05,,,,,,
1637705110.4340189,,,,,,,-0.24523719809713262,-0.017447603841452636,-0.19430402202928565,2.9119698853422915,0.28464343408900533,-0.4647247042292997
1637705110.441136,-0.065391200758204732,-0.15768354349249863,-0.2152748561779365,-6.1191662811593985e-05,-0.00010795482987949033,-4.507148528343566e-05,,,,,,
1637705110.4440181,,,,,,,-0.2452413520236135,-0.01746161678099656,-0.19431131404789237,2.9119998676582948,0.28474504338504436,-0.46440249045327253
1637705110.4511669,-0.095984121716462922,0.010851957515281535,0.20550467799872507,-2.5443202447853237e-05,-7.6095573639909102e-05,-3.8970304659789734e-05,,,,,,
1637705110.4539983,,,,,,,-0.24523411478174428,-0.01745121871696459,-0.19430498954076825,2.912069074041517,0.2846762580318284,-0.4644695477060178
1637705110.4611816,-0.044185806831429912,-0.070413734332534658,0.0983781541700175,-0.00010348513115887685,-0.00013028555697745906,-3.219121507796324e-05,,,,,,
1637705110.4639654,,,,,,,-0.24523569667683415,-0.017451420907979964,-0.19431731632752747,2.9120244664248127,0.2846334994688486,-0.4645850517531326
1637705110.4711988,-0.03125212415467498,-0.060085514397295599,-0.34233386156111933,-5.6512708818233441e-05,-0.00016735412709143209,-9.933204284294506e-06,,,,,,
1637705110.4740155,,,,,,,-0.24523766991470194,-0.017448164039279845,-0.19429781409185587,2.911955661774213,0.28467259761705865,-0.4646538705825798
1637705110.4740586,,,,,,,-0.2452293800145483,-0.017437407997888343,-0.19432317731195103,2.911999045944241,0.2845927263537056,-0.46473111097016884
1637705110.4812143,-0.029211453477140235,-0.11579770053898808,-0.21377135723452767,-5.2855121497356983e-05,-0.00011697087132968742,-3.6710608132511924e-05,,,,,,
1637705110.4839325,,,,,,,-0.24523963759322648,-0.01746143839912151,-0.19430859340616669,2.9119034011535385,0.2846650451651003,-0.46472807950391
1637705110.49123,0.0052860743181372578,-0.055580631464086726,-0.24643909759071292,-0.00010083513050673932,-0.00013058206934522896,-1.0046189110660825e-05,,,,,,
1637705110.4940054,,,,,,,-0.24524288374932773,-0.017462557837543274,-0.19429904897359496,2.911803374591858,0.28463831676978085,-0.4648314943557522
1637705110.5012503,-0.026098373045451005,-0.10567431663422519,-0.0021160710651333403,-4.970740101620515e-05,-0.00017868932666023163,-4.507148528343566e-05,,,,,,
1637705110.504002,,,,,,,-0.24524025170022884,-0.01746064531217212,-0.1943252910865687,2.9118192338921167,0.2846288463598353,-0.46482678698344404
1637705110.5112674,-0.084755787082388456,-0.0030002256239343647,-0.24703960752373177,-7.1041040157658353e-05,-0.00011168441594412674,-3.106136681432434e-05,,,,,,
1637705110.5139453,,,,,,,-0.24524106788922986,-0.017460551957842463,-0.19431260714997634,2.9116921202400876,0.2845134018076494,-0.46527582022926944
1637705110.5212834,-0.048412161578216185,-0.13954950820780992,-0.27661583378030663,-8.1564405638181499e-05,-0.00019695151321447494,-3.027047302977745e-05,,,,,,
1637705110.5239296,,,,,,,-0.2452305042091635,-0.01745683324274519,-0.19430125161069467,2.911792636543476,0.284567530289708,-0.4650035800404656
1637705110.5239737,,,,,,,-0.2452232836155774,-0.017456043384699194,-0.19428457800285293,2.911823563537699,0.2845639219693568,-0.46499891709907487
1637705110.5311549,-0.029468240126135119,0.066775057335585392,-0.17101949822536433,-5.6286234782364099e-05,-0.0001458273353135797,-1.0272158763386524e-05,,,,,,
1637705110.5339572,,,,,,,-0.24524491587993766,-0.01746009166490664,-0.19432303773160042,2.9117124334480944,0.2845718515861026,-0.465046919556888
1637705110.5411797,-0.010881531813718051,-0.17478696600918417,-0.17233172363455118,-8.171556342568748e-05,-0.00015985664685196055,-1.5243491123393543e-05,,,,,,
1637705110.5439286,,,,,,,-0.24524431975405508,-0.017464159507023902,-0.1943060580315874,2.911733861079327,0.2845757192016277,-0.4650702585975949
1637705110.5512078,-0.15234821902509782,-0.0017761859255349399,0.03736189675364976,-1.7598868961132667e-05,-8.7874600568603575e-05,-3.3773002647053546e-05,,,,,,
1637705110.553942,,,,,,,-0.24524362283359716,-0.017463431825971182,-0.19431505911242208,2.9117558184490093,0.28457095948804273,-0.46499859267508037
1637705110.5612147,-0.028223728674244487,0.026551618738685053,-0.10374014461870473,-4.7895665849948713e-05,-0.000135503565208897,-1.9536914525216525e-05,,,,,,
1637705110.5640442,,,,,,,-0.24524065177093116,-0.017462452774417964,-0.19430209689661704,2.91177328186135,0.28461722003284184,-0.464980883536598
1637705110.5712264,-0.099575555486202977,-0.011787559282188172,-0.03567345576653125,-4.6791027040224789e-05,-9.4030682427656139e-05,-2.8801670287049996e-05,,,,,,
1637705110.5739825,,,,,,,-0.24524379166488247,-0.017463831733087798,-0.19430301078718504,2.9117675030404113,0.28459670204271675,-0.4649459836368208
1637705110.5740476,,,,,,,-0.2452501140913315,-0.0174517930588923,-0.19430907303928124,2.9118509169617157,0.28467054135334213,-0.46491485438517377
1637705110.58124,0.061656547138979723,-0.088744628738948575,-0.1806098642667493,-5.7037364427993062e-05,-0.00016282988247521342,-3.6258668827057056e-05,,,,,,
1637705110.5839345,,,,,,,-0.24524859008071542,-0.01746546634552673,-0.1943091573451048,2.9117821121804677,0.2846367974399043,-0.46495777938900557
1637705110.5912604,-0.17101093733512218,-0.052054887058161491,0.007763429388445431,-2.7574777052274279e-05,-7.2629547777654018e-05,-1.3096779422482052e-05,,,,,,
1637705110.594008,,,,,,,-0.24523709660126994,-0.017469408491238375,-0.19430468529670786,2.911792877283512,0.28457025337653535,-0.4649709406801125
1637705110.6014209,-0.027329336096743907,-0.12437769665200754,0.022197908889511453,-0.00013281837466805216,-0.00014252442197977493,-4.789610594252772e-05,,,,,,
1637705110.6039696,,,,,,,-0.2452449382291464,-0.017463199803354007,-0.1943015831115723,2.9117871208329817,0.28462530144242854,-0.4648930392063653
1637705110.6111486,-0.067091431403090568,-0.078060211517146455,-0.3021219371575352,-5.952549540300134e-05,-0.00013908692307603652,1.029107963482212e-05,,,,,,
1637705110.6140296,,,,,,,-0.24524867333388367,-0.017438747866675014,-0.19430913867945998,2.911855625039709,0.28465509018401114,-0.4649569289804763
1637705110.621172,0.041540529123867909,-0.015603474429427402,-0.3161916624770633,-4.9448479198092155e-05,-0.00016444976497710301,-2.6993913065227054e-05,,,,,,
1637705110.6239398,,,,,,,-0.2452437868152764,-0.017456370958063183,-0.19431169998900333,2.911735557078398,0.28456465405522596,-0.46501742547040437
1637705110.623992,,,,,,,-0.24523664772399542,-0.01746048930911051,-0.19430912788009913,2.911826909226073,0.28461358032827366,-0.4648843489550048
1637705110.6311934,-0.066702402626415927,-0.034207329646089794,-0.24450412113987774,-7.7668467568836949e-05,-0.00011511937202451179,-1.863303591430679e-05,,,,,,
1637705110.6340344,,,,,,,-0.2452275732295582,-0.01745359496205326,-0.1943035521637424,2.911853454971414,0.28458838416221627,-0.4649250190629463
1637705110.6412086,-0.1027734391325443,-0.054164906763149431,-0.3056760663166571,-2.8569400213785042e-05,-0.0001167786494312312,-1.128902220066258e-05,,,,,,
1637705110.6439378,,,,,,,-0.24524584609249078,-0.01744619615107379,-0.19432934704114124,2.9117440261929,0.2845514947297476,-0.46521871934094167
1637705110.6512234,0.0079777995365335631,0.0055552594695184613,-0.11009665346524322,-5.3565691415184099e-05,-0.00014308245610971943,-3.6145684000694206e-05,,,,,,
1637705110.6539528,,,,,,,-0.24524744741642784,-0.017452378161291554,-0.19428916881089997,2.9117644572658885,0.28466500021598656,-0.4649524457715057
1637705110.6612525,0.022146797991037519,-0.14593841380780265,-0.3926432492828589,-8.6368803581994143e-05,-0.00012196900432138248,-3.546777504251364e-05,,,,,,
1637705110.6640568,,,,,,,-0.24524692857769226,-0.01746255551873438,-0.1943225755619412,2.9117786264313286,0.2846134118557656,-0.46495718598165786
1637705110.6712697,-0.031836278356568375,-0.058753457675884184,-0.34562999386012905,-8.2591341432879903e-05,-0.00015201260457098375,-9.481264978839637e-06,,,,,,
1637705110.6739843,,,,,,,-0.24524345715963314,-0.017440714022611437,-0.1943274058424107,2.911848367032328,0.28462000388521863,-0.4649580650139008
1637705110.6740386,,,,,,,-0.2452284195885702,-0.017457721077772576,-0.1943014906099998,2.911852732719119,0.28459844282699065,-0.4649128938001367
1637705110.6814287,0.0090083932109700608,0.022915365172400268,-0.037399365796241923,-4.9380905661199388e-05,-0.00016388889681806436,-3.207823025159692e-05,,,,,,
1637705110.6839566,,,,,,,-0.24524048328111583,-0.017474515767606724,-0.19431296969082734,2.911776280641843,0.28459967953435933,-0.4648107967757091
1637705110.6911747,0.027125550984513323,-0.090765470955683519,-0.09453677386748538,-2.0627140968847751e-05,-0.00017572897651586776,1.2244526208238238e-07,,,,,,
1637705110.6939754,,,,,,,-0.24524416623067552,-0.017456542757663313,-0.1942984822026942,2.911872031257887,0.2846869942781943,-0.4646987627900559
1637705110.701176,-0.059661020130381104,-0.082923262255703165,0.2645192356383639,-9.7955104229093516e-05,-0.00013218087639433172,-6.631263263982487e-05,,,,,,
1637705110.7039838,,,,,,,-0.24525044853388395,-0.017466634430328143,-0.1943223377243093,2.91183794240856,0.2846719812541301,-0.464683499423035
1637705110.711189,-0.08177976355058092,-0.061844885819092907,-0.03292445473982575,-6.6296551067611766e-05,-8.1939210445813922e-05,-8.125447062475033e-06,,,,,,
1637705110.7139635,,,,,,,-0.24522082843879733,-0.017452084572524063,-0.19429378993387114,2.9119788087317136,0.2845893367177338,-0.46481089333106834
1637705110.7212079,-0.099535195317076719,-0.093339990723685068,-0.00961577289527149,-8.2470109511899794e-05,-7.2229327352056665e-05,-4.5523424588890526e-05,,,,,,
1637705110.7239327,,,,,,,-0.2452476897118183,-0.017450287774580964,-0.19430376643339953,2.9118840410305915,0.2846707669383041,-0.4647453378583373
1637705110.723981,,,,,,,-0.24523470831159352,-0.017435807909265022,-0.1943140947796793,2.912007427506279,0.2846292493272171,-0.4648117028674697
1637705110.7312622,-0.097750756642212056,-0.050987696018116042,0.0738239702421648,-2.9059512480383048e-05,-7.9096696689476417e-05,-1.366170355429977e-05,,,,,,
1637705110.7340186,,,,,,,-0.24524557508749273,-0.017442575842067348,-0.19430799650591113,2.911911861441469,0.28467968865889737,-0.46473064142954
1637705110.7412403,0.026433452120569058,-0.17571987894980284,-0.10298394692527424,-7.3863117993403508e-05,-0.00017345748130433855,-1.569543042884841e-05,,,,,,
1637705110.7439485,,,,,,,-0.24524185923976538,-0.01745710484466223,-0.1943148962372141,2.9118698268787093,0.28464385218456395,-0.46476792107570486
1637705110.7512696,0.046566711330041088,0.027058987113924973,0.02724664054859005,-2.4087810886287955e-05,-0.00014758989442333024,-4.5862379067979075e-05,,,,,,
1637705110.7539382,,,,,,,-0.2452270663718594,-0.017449091361104646,-0.19428471821523996,2.911986266523921,0.2846533902883587,-0.4646437109335567
1637705110.7612398,0.041663268174463683,-0.059648841589724722,-0.2776389247772997,-7.5571940690721172e-05,-0.00017366128870964503,-1.0046189110660825e-05,,,,,,
